,y_test,y_pred
9164,Standard Class,Standard Class
9165,Standard Class,Standard Class
9166,First Class,First Class
9167,Standard Class,Standard Class
9168,First Class,Standard Class
9169,Standard Class,Standard Class
9170,Second Class,Second Class
9171,Standard Class,First Class
9172,Second Class,Second Class
9173,Standard Class,Standard Class
9174,Same Day,Standard Class
9175,Standard Class,Second Class
9176,Same Day,Same Day
9177,Second Class,Standard Class
9178,Standard Class,Standard Class
9179,Standard Class,Standard Class
9180,Standard Class,Standard Class
9181,Standard Class,Standard Class
9182,Standard Class,Standard Class
9183,First Class,Standard Class
9184,Standard Class,Standard Class
9185,Second Class,Standard Class
9186,Standard Class,Standard Class
9187,Standard Class,Standard Class
9188,First Class,First Class
9189,Standard Class,Standard Class
9190,First Class,Standard Class
9191,Second Class,Second Class
9192,Standard Class,Standard Class
9193,First Class,Second Class
9194,Standard Class,Standard Class
9195,Standard Class,Standard Class
9196,Standard Class,Standard Class
9197,Standard Class,Standard Class
9198,Standard Class,Standard Class
9199,Same Day,First Class
9200,First Class,First Class
9201,Second Class,First Class
9202,Same Day,Second Class
9203,Same Day,Second Class
9204,Standard Class,Standard Class
9205,Standard Class,Standard Class
9206,First Class,First Class
9207,Standard Class,Standard Class
9208,Standard Class,Standard Class
9209,Second Class,Standard Class
9210,Standard Class,Standard Class
9211,Same Day,First Class
9212,Standard Class,First Class
9213,Standard Class,Standard Class
9214,Standard Class,Standard Class
9215,Second Class,Second Class
9216,Standard Class,Standard Class
9217,Standard Class,Standard Class
9218,Standard Class,Standard Class
9219,Standard Class,Standard Class
9220,Standard Class,Standard Class
9221,First Class,First Class
9222,Standard Class,Standard Class
9223,Second Class,Standard Class
9224,Standard Class,Standard Class
9225,Standard Class,Standard Class
9226,Second Class,Second Class
9227,Second Class,First Class
9228,Second Class,Second Class
9229,Standard Class,Standard Class
9230,First Class,First Class
9231,Standard Class,Standard Class
9232,Standard Class,Standard Class
9233,First Class,Standard Class
9234,Standard Class,Standard Class
9235,Second Class,Standard Class
9236,Second Class,Standard Class
9237,First Class,Standard Class
9238,First Class,First Class
9239,Standard Class,Standard Class
9240,Standard Class,Standard Class
9241,Second Class,Standard Class
9242,Standard Class,Standard Class
9243,Standard Class,Standard Class
9244,Standard Class,Standard Class
9245,Standard Class,Standard Class
9246,Second Class,Standard Class
9247,Second Class,Standard Class
9248,Standard Class,Standard Class
9249,Standard Class,Standard Class
9250,Standard Class,Standard Class
9251,Second Class,Standard Class
9252,Second Class,Standard Class
9253,Same Day,Same Day
9254,Standard Class,Standard Class
9255,First Class,First Class
9256,Standard Class,Standard Class
9257,Standard Class,Standard Class
9258,Second Class,Standard Class
9259,Second Class,First Class
9260,Standard Class,Standard Class
9261,Standard Class,Standard Class
9262,First Class,Standard Class
9263,Standard Class,Standard Class
9264,Standard Class,First Class
9265,First Class,First Class
9266,First Class,First Class
9267,Second Class,First Class
9268,Same Day,First Class
9269,Same Day,Same Day
9270,Standard Class,Standard Class
9271,Standard Class,Standard Class
9272,First Class,Standard Class
9273,Standard Class,Standard Class
9274,First Class,Standard Class
9275,Standard Class,Standard Class
9276,Standard Class,Standard Class
9277,First Class,Standard Class
9278,Standard Class,Standard Class
9279,Standard Class,Standard Class
9280,Standard Class,Standard Class
9281,Standard Class,Standard Class
9282,First Class,First Class
9283,Standard Class,Second Class
9284,Standard Class,Standard Class
9285,Standard Class,Standard Class
9286,Second Class,Same Day
9287,First Class,Standard Class
9288,Standard Class,Second Class
9289,Standard Class,Standard Class
9290,Standard Class,First Class
9291,Second Class,First Class
9292,Standard Class,Standard Class
9293,Standard Class,Standard Class
9294,Standard Class,Standard Class
9295,Standard Class,Standard Class
9296,First Class,First Class
9297,Second Class,Second Class
9298,Standard Class,Standard Class
9299,Standard Class,Standard Class
9300,First Class,Standard Class
9301,Standard Class,Standard Class
9302,Standard Class,Standard Class
9303,Second Class,Standard Class
9304,Standard Class,Standard Class
9305,Standard Class,Standard Class
9306,Second Class,Second Class
9307,Standard Class,Standard Class
9308,First Class,Standard Class
9309,Standard Class,Second Class
9310,Standard Class,Standard Class
9311,Standard Class,Standard Class
9312,Standard Class,Standard Class
9313,Standard Class,Second Class
9314,Second Class,Second Class
9315,Standard Class,Standard Class
9316,Standard Class,Standard Class
9317,Standard Class,Standard Class
9318,Second Class,Second Class
9319,Second Class,Second Class
9320,Standard Class,Standard Class
9321,Standard Class,Standard Class
9322,Standard Class,Standard Class
9323,Same Day,Standard Class
9324,Second Class,Standard Class
9325,Standard Class,Standard Class
9326,Standard Class,Standard Class
9327,Standard Class,Standard Class
9328,Standard Class,Standard Class
9329,Standard Class,Standard Class
9330,Same Day,First Class
9331,Second Class,First Class
9332,Standard Class,Standard Class
9333,Standard Class,Standard Class
9334,Second Class,Second Class
9335,Same Day,Second Class
9336,First Class,Standard Class
9337,Standard Class,Standard Class
9338,Second Class,Standard Class
9339,Standard Class,Standard Class
9340,Standard Class,Standard Class
9341,Second Class,Second Class
9342,Same Day,Same Day
9343,First Class,First Class
9344,Standard Class,Standard Class
9345,Second Class,Second Class
9346,Standard Class,Standard Class
9347,Standard Class,Standard Class
9348,First Class,First Class
9349,Standard Class,Standard Class
9350,Standard Class,Standard Class
9351,Same Day,Second Class
9352,Same Day,Standard Class
9353,Second Class,Standard Class
9354,Standard Class,Standard Class
9355,Standard Class,Standard Class
9356,Standard Class,Standard Class
9357,Standard Class,Standard Class
9358,Same Day,Standard Class
9359,Same Day,Standard Class
9360,First Class,Standard Class
9361,Standard Class,Standard Class
9362,Standard Class,Standard Class
9363,First Class,Second Class
9364,Second Class,Second Class
9365,First Class,Standard Class
9366,Standard Class,Standard Class
9367,Standard Class,Standard Class
9368,Standard Class,Standard Class
9369,Second Class,Standard Class
9370,Standard Class,Standard Class
9371,Second Class,Standard Class
9372,Standard Class,Standard Class
9373,Standard Class,Standard Class
9374,Standard Class,Standard Class
9375,Standard Class,Standard Class
9376,Standard Class,Standard Class
9377,First Class,First Class
9378,Second Class,Standard Class
9379,Second Class,Second Class
9380,Standard Class,Standard Class
9381,Standard Class,Standard Class
9382,Second Class,Standard Class
9383,Standard Class,Standard Class
9384,First Class,First Class
9385,Same Day,Same Day
9386,Standard Class,Standard Class
9387,First Class,Standard Class
9388,Standard Class,Standard Class
9389,Same Day,Second Class
9390,Second Class,Standard Class
9391,Standard Class,Standard Class
9392,Standard Class,Standard Class
9393,First Class,Second Class
9394,Standard Class,Standard Class
9395,Same Day,Standard Class
9396,Second Class,Second Class
9397,First Class,First Class
9398,Standard Class,Standard Class
9399,First Class,Standard Class
9400,Standard Class,Standard Class
9401,First Class,Standard Class
9402,First Class,First Class
9403,Standard Class,Standard Class
9404,Second Class,Standard Class
9405,First Class,First Class
9406,Standard Class,Standard Class
9407,Standard Class,Standard Class
9408,Standard Class,Standard Class
9409,Standard Class,Second Class
9410,First Class,First Class
9411,First Class,Standard Class
9412,Second Class,Second Class
9413,Same Day,Standard Class
9414,First Class,Standard Class
9415,Standard Class,Standard Class
9416,Second Class,Second Class
9417,Standard Class,Standard Class
9418,Standard Class,Standard Class
9419,Standard Class,Standard Class
9420,Second Class,Second Class
9421,Standard Class,Standard Class
9422,First Class,Standard Class
9423,Standard Class,First Class
9424,Second Class,Second Class
9425,Standard Class,Standard Class
9426,Standard Class,Standard Class
9427,Second Class,Standard Class
9428,First Class,First Class
9429,Standard Class,Standard Class
9430,Standard Class,Second Class
9431,Standard Class,Standard Class
9432,Standard Class,Standard Class
9433,Standard Class,Standard Class
9434,Standard Class,Standard Class
9435,Standard Class,Second Class
9436,First Class,Standard Class
9437,Standard Class,Standard Class
9438,First Class,First Class
9439,First Class,First Class
9440,Standard Class,Standard Class
9441,Standard Class,Standard Class
9442,Standard Class,Second Class
9443,Standard Class,Standard Class
9444,First Class,First Class
9445,Second Class,Standard Class
9446,Second Class,Standard Class
9447,Second Class,First Class
9448,Standard Class,Standard Class
9449,Standard Class,Standard Class
9450,Standard Class,Standard Class
9451,Second Class,Second Class
9452,Standard Class,Standard Class
9453,Standard Class,Standard Class
9454,Second Class,Standard Class
9455,Standard Class,Standard Class
9456,Standard Class,Standard Class
9457,Second Class,Standard Class
9458,Standard Class,Standard Class
9459,Standard Class,Standard Class
9460,Standard Class,Standard Class
9461,Standard Class,Standard Class
9462,Standard Class,Standard Class
9463,Second Class,Standard Class
9464,Second Class,Second Class
9465,Standard Class,Standard Class
9466,Standard Class,Standard Class
9467,Standard Class,Standard Class
9468,Standard Class,First Class
9469,First Class,Second Class
9470,Standard Class,Standard Class
9471,Same Day,Standard Class
9472,Standard Class,Standard Class
9473,Standard Class,First Class
9474,Standard Class,Standard Class
9475,Second Class,First Class
9476,First Class,Standard Class
9477,Second Class,Second Class
9478,Standard Class,Standard Class
9479,Standard Class,Standard Class
9480,Standard Class,Second Class
9481,Standard Class,Standard Class
9482,Standard Class,Standard Class
9483,Standard Class,Standard Class
9484,Standard Class,Second Class
9485,Standard Class,Standard Class
9486,Second Class,Standard Class
9487,Second Class,Standard Class
9488,Standard Class,Standard Class
9489,Second Class,Second Class
9490,First Class,Standard Class
9491,Second Class,Standard Class
9492,Second Class,Second Class
9493,Standard Class,Standard Class
9494,Standard Class,Standard Class
9495,Standard Class,Second Class
9496,Standard Class,Standard Class
9497,Standard Class,Standard Class
9498,Standard Class,Standard Class
9499,Standard Class,Standard Class
9500,Standard Class,Standard Class
9501,Standard Class,Standard Class
9502,Second Class,Standard Class
9503,Standard Class,Standard Class
9504,Standard Class,Standard Class
9505,Second Class,Second Class
9506,Standard Class,Standard Class
9507,Second Class,Standard Class
9508,Standard Class,Standard Class
9509,Same Day,Same Day
9510,First Class,First Class
9511,Standard Class,Standard Class
9512,First Class,Standard Class
9513,Standard Class,Standard Class
9514,Standard Class,Standard Class
9515,Second Class,Standard Class
9516,First Class,First Class
9517,Standard Class,Standard Class
9518,Standard Class,Standard Class
9519,Standard Class,Standard Class
9520,Standard Class,Standard Class
9521,Standard Class,Standard Class
9522,Standard Class,Standard Class
9523,Standard Class,Standard Class
9524,Standard Class,Standard Class
9525,Second Class,Standard Class
9526,First Class,First Class
9527,Standard Class,Standard Class
9528,Second Class,Second Class
9529,Standard Class,Standard Class
9530,Standard Class,Standard Class
9531,Standard Class,Standard Class
9532,Standard Class,Standard Class
9533,Second Class,Second Class
